 0.97345E+02 0.68685E+00 0.00000E+00  2040000   100000    9    10649 0.109E+03
   7    0.97230E+02    0.73348E+00    0.53979E+01    0.53414E+05
   8    0.98320E+02    0.56205E+00    0.57847E+01    0.18901E+06
   9    0.96051E+02    0.65505E+00    0.48799E+01    0.48131E+05
