 0.23165E+04 0.13985E+02 0.00000E+00  1022000    51531    9     5499 0.237E+01
   7    0.23538E+04    0.61049E+02    0.92793E+01    0.26081E+07
   8    0.23201E+04    0.27035E+02    0.58958E+01    0.10571E+07
   9    0.23121E+04    0.16959E+02    0.52484E+01    0.16300E+07
