 0.20337E+03 0.12516E+01 0.00000E+00  2040000   100000    8     6824 0.336E+02
   6    0.20597E+03    0.27209E+01    0.66838E+01    0.21641E+06
   7    0.20512E+03    0.17332E+01    0.60462E+01    0.19446E+06
   8    0.20182E+03    0.12619E+01    0.63271E+01    0.28624E+06
