 0.46373E+02 0.20127E+00 0.00000E+00  2040000   100000    8     9809 0.212E+03
   6    0.46985E+02    0.50835E+00    0.54743E+01    0.14584E+05
   7    0.46471E+02    0.36124E+00    0.55623E+01    0.19631E+05
   8    0.46166E+02    0.25445E+00    0.55774E+01    0.47374E+05
