 0.20718E+03 0.91142E+00 0.00000E+00  2040000   100000    8     8432 0.407E+02
   6    0.20589E+03    0.23558E+01    0.57894E+01    0.60845E+05
   7    0.20717E+03    0.17107E+01    0.59086E+01    0.75084E+05
   8    0.20751E+03    0.12109E+01    0.59050E+01    0.85159E+05
