 0.18849E+03 0.85789E+00 0.00000E+00  2040000   100000    8     7247 0.384E+02
   6    0.18753E+03    0.23565E+01    0.63580E+01    0.17474E+06
   7    0.18840E+03    0.15614E+01    0.59300E+01    0.81984E+05
   8    0.18876E+03    0.11407E+01    0.61154E+01    0.25496E+06
