 0.26057E+04 0.00000E+00 0.40753E+02  2040000    95647    8     1512 0.580E+00
   6    0.26321E+04    0.57035E+02    0.10964E+02    0.56072E+07
   7    0.25646E+04    0.44353E+02    0.12375E+02    0.16426E+08
   8    0.27797E+04    0.12847E+03    0.46770E+02    0.12701E+09
