 0.19771E+03 0.13449E+01 0.00000E+00  1022000    49876    9     6662 0.337E+02
   7    0.20407E+03    0.42733E+01    0.74918E+01    0.13463E+06
   8    0.19831E+03    0.22574E+01    0.57595E+01    0.68926E+05
   9    0.19675E+03    0.13973E+01    0.50819E+01    0.53280E+05
