 0.58257E+04 0.11562E+03 0.00000E+00  2040000    95844    8      303 0.520E-01
   6    0.63055E+04    0.35598E+03    0.28564E+02    0.78470E+08
   7    0.57815E+04    0.88377E+02    0.10938E+02    0.31936E+08
   8    0.15384E+05    0.76665E+04    0.50430E+03    0.77618E+10
