 0.10228E+03 0.57210E+00 0.00000E+00  2040000   100000    8     7722 0.755E+02
   6    0.10317E+03    0.12958E+01    0.63551E+01    0.11008E+06
   7    0.10109E+03    0.88246E+00    0.62465E+01    0.16084E+06
   8    0.10270E+03    0.66695E+00    0.65715E+01    0.32158E+06
