 0.10736E+07 0.00000E+00 0.50836E+04  2040000   100000    8     4603 0.429E-02
   6    0.10724E+07    0.12612E+05    0.59509E+01    0.10136E+10
   7    0.10829E+07    0.13778E+05    0.91036E+01    0.54027E+10
   8    0.10721E+07    0.60699E+04    0.57294E+01    0.83581E+09
