 0.44301E+03 0.98539E+00 0.27009E+01   153960        3    0        0 0.169E+02
 1  431.32  4.47642937  3.17563458
 2  444.66  3.58598121  3.34928007
 3  445.33  2.39091005  2.53254291
  442.964965  1.80804984  2.53254291  8.24462874
