 0.12244E+10 0.00000E+00 0.58340E+07  3060000   100000    8     1605 0.131E-05
   6    0.12234E+10    0.11735E+08    0.59440E+01    0.12153E+13
   7    0.12312E+10    0.11949E+08    0.85052E+01    0.46452E+13
   8    0.12217E+10    0.81333E+07    0.82508E+01    0.35564E+13
