 0.99766E+08 0.59331E+06 0.00000E+00  3060000   100000    8     3270 0.328E-04
   6    0.10894E+09    0.67360E+07    0.38317E+02    0.25215E+13
   7    0.10307E+09    0.31506E+07    0.26789E+02    0.23565E+13
   8    0.99624E+08    0.48844E+06    0.60764E+01    0.99252E+11
