 0.27602E+04 0.00000E+00 0.21683E+02  2040000    54589    8     5092 0.184E+01
   6    0.28425E+04    0.51084E+02    0.90930E+01    0.51003E+07
   7    0.27420E+04    0.31642E+02    0.82572E+01    0.48896E+07
   8    0.27518E+04    0.23120E+02    0.85017E+01    0.48440E+07
