 0.42240E+03 0.00000E+00 0.30649E+01  2040000    57779    8     5589 0.132E+02
   6    0.41251E+03    0.62716E+01    0.76925E+01    0.35194E+06
   7    0.42337E+03    0.46273E+01    0.78205E+01    0.60501E+06
   8    0.42464E+03    0.34161E+01    0.81407E+01    0.66100E+06
