 0.23955E+03 0.00000E+00 0.23152E+01  2040000    55845    8     4566 0.191E+02
   6    0.23360E+03    0.39130E+01    0.84753E+01    0.42358E+06
   7    0.24374E+03    0.28521E+01    0.83731E+01    0.30776E+06
   8    0.23886E+03    0.20462E+01    0.86687E+01    0.68485E+06
