 0.12158E+03 0.00000E+00 0.68979E+00  2040000    56716    8     4524 0.372E+02
   6    0.12166E+03    0.17755E+01    0.73844E+01    0.94571E+05
   7    0.12167E+03    0.13097E+01    0.77026E+01    0.11504E+06
   8    0.12152E+03    0.91229E+00    0.75968E+01    0.12140E+06
