 0.25480E+03 0.00000E+00 0.13824E+01  2040000    58635    8     5760 0.226E+02
   6    0.25619E+03    0.36550E+01    0.72184E+01    0.12857E+06
   7    0.25318E+03    0.25528E+01    0.72149E+01    0.21469E+06
   8    0.25527E+03    0.18411E+01    0.72985E+01    0.19019E+06
