 0.13842E+03 0.00000E+00 0.84859E+00  2040000    56975    8     5970 0.431E+02
   6    0.13642E+03    0.21655E+01    0.80315E+01    0.85020E+05
   7    0.13880E+03    0.16202E+01    0.83530E+01    0.12343E+06
   8    0.13876E+03    0.11218E+01    0.81804E+01    0.15818E+06
