 0.59731E+02 0.00000E+00 0.34109E+00  2040000    58136    8     4156 0.696E+02
   6    0.60545E+02    0.90936E+00    0.75994E+01    0.48858E+05
   7    0.59306E+02    0.63344E+00    0.76426E+01    0.44450E+05
   8    0.59738E+02    0.45199E+00    0.76565E+01    0.37685E+05
