 0.28081E+04 0.00000E+00 0.17230E+02  2040000    54861    8     4827 0.172E+01
   6    0.27938E+04    0.42663E+02    0.77262E+01    0.20871E+07
   7    0.28187E+04    0.32814E+02    0.83298E+01    0.28503E+07
   8    0.28069E+04    0.22999E+02    0.82915E+01    0.29858E+07
