 0.42423E+03 0.00000E+00 0.28212E+01  2040000    53856    8     4926 0.116E+02
   6    0.41955E+03    0.74101E+01    0.89362E+01    0.60102E+06
   7    0.42357E+03    0.52750E+01    0.89111E+01    0.45260E+06
   8    0.42571E+03    0.37397E+01    0.88894E+01    0.88801E+06
