 0.22402E+03 0.00000E+00 0.13299E+01  2040000    56373    8     5222 0.233E+02
   6    0.22390E+03    0.35928E+01    0.81188E+01    0.21362E+06
   7    0.22669E+03    0.25940E+01    0.81878E+01    0.24519E+06
   8    0.22283E+03    0.17166E+01    0.77954E+01    0.23025E+06
