 0.41951E+03 0.00000E+00 0.26702E+01  2040000    53132    8     4727 0.113E+02
   6    0.42820E+03    0.66357E+01    0.78409E+01    0.32607E+06
   7    0.42003E+03    0.49123E+01    0.83683E+01    0.74256E+06
   8    0.41710E+03    0.32323E+01    0.78418E+01    0.54488E+06
