 0.12669E+03 0.00000E+00 0.10963E+01  2040000    51225    8     4954 0.391E+02
   6    0.13011E+03    0.21442E+01    0.83382E+01    0.91335E+05
   7    0.12535E+03    0.15274E+01    0.87188E+01    0.18041E+06
   8    0.12639E+03    0.11485E+01    0.91947E+01    0.36432E+06
