 0.23944E+03 0.00000E+00 0.13699E+01  2040000    57932    8     5433 0.227E+02
   6    0.24039E+03    0.35009E+01    0.73687E+01    0.12670E+06
   7    0.24043E+03    0.25731E+01    0.76576E+01    0.24019E+06
   8    0.23867E+03    0.18250E+01    0.77376E+01    0.21522E+06
