 0.23866E+03 0.00000E+00 0.15612E+01  2040000    53517    8     4863 0.204E+02
   6    0.23464E+03    0.40300E+01    0.86901E+01    0.24010E+06
   7    0.23826E+03    0.27519E+01    0.82645E+01    0.19619E+06
   8    0.24000E+03    0.21480E+01    0.90567E+01    0.49691E+06
