 0.23894E+03 0.00000E+00 0.13874E+01  2040000    58358    8     4557 0.191E+02
   6    0.23959E+03    0.37027E+01    0.78195E+01    0.20243E+06
   7    0.23901E+03    0.26459E+01    0.79213E+01    0.16823E+06
   8    0.23875E+03    0.18144E+01    0.76904E+01    0.21381E+06
