 0.12625E+03 0.00000E+00 0.96049E+00  2040000    46356    8     4798 0.380E+02
   6    0.12607E+03    0.25691E+01    0.10310E+02    0.23179E+06
   7    0.12596E+03    0.17917E+01    0.10178E+02    0.13094E+06
   8    0.12643E+03    0.12690E+01    0.10157E+02    0.23516E+06
