 0.45316E+03 0.00000E+00 0.25198E+01  2040000    58372    8     4738 0.105E+02
   6    0.45231E+03    0.68519E+01    0.76647E+01    0.42548E+06
   7    0.44911E+03    0.45354E+01    0.72260E+01    0.25628E+06
   8    0.45554E+03    0.33787E+01    0.75054E+01    0.49018E+06
