 0.34740E+12 0.16925E+10 0.00000E+00  1022000    60716    9     8695 0.250E-07
   7    0.35854E+12    0.18416E+11    0.18376E+02    0.19741E+16
   8    0.34740E+12    0.39705E+10    0.57827E+01    0.21673E+15
   9    0.34728E+12    0.18808E+10    0.38752E+01    0.12945E+15
