 0.34886E+12 0.18438E+10 0.00000E+00   510000    36931    8     7883 0.226E-07
   6    0.36001E+12    0.13355E+11    0.93848E+01    0.80334E+15
   7    0.35129E+12    0.32535E+10    0.33134E+01    0.39581E+14
   8    0.34729E+12    0.22697E+10    0.33066E+01    0.38327E+14
