 0.36897E+12 0.27287E+10 0.00000E+00  1019349    67624    9     1371 0.372E-08
   7    0.36965E+12    0.16628E+11    0.16094E+02    0.15574E+16
   8    0.37279E+12    0.68370E+10    0.92794E+01    0.88208E+15
   9    0.36817E+12    0.30247E+10    0.58784E+01    0.41924E+15
