 0.33068E+12 0.13830E+10 0.00000E+00  1022000    63689    9     8170 0.247E-07
   7    0.32982E+12    0.37391E+10    0.40560E+01    0.12736E+15
   8    0.32876E+12    0.25297E+10    0.38933E+01    0.72130E+14
   9    0.33188E+12    0.18410E+10    0.39692E+01    0.10631E+15
