 0.38558E+12 0.15634E+10 0.00000E+00  1022000    66731    9    10697 0.277E-07
   7    0.38777E+12    0.45478E+10    0.41960E+01    0.27440E+15
   8    0.38628E+12    0.31129E+10    0.40775E+01    0.37706E+15
   9    0.38488E+12    0.19702E+10    0.36629E+01    0.11707E+15
