 0.43495E+12 0.00000E+00 0.11146E+11  2021274    76696    8     1321 0.304E-08
   6    0.41955E+12    0.19100E+11    0.23034E+02    0.24938E+16
   7    0.43895E+12    0.17796E+11    0.29009E+02    0.46628E+16
   8    0.44653E+12    0.21483E+11    0.48684E+02    0.17147E+17
