 0.33907E+12 0.12317E+10 0.00000E+00  1022000    67034    9    11967 0.353E-07
   7    0.33885E+12    0.31755E+10    0.33528E+01    0.36123E+14
   8    0.34140E+12    0.24397E+10    0.36157E+01    0.23994E+15
   9    0.33811E+12    0.15972E+10    0.33801E+01    0.11353E+15
